duration,nr.employed,pdays,was_contacted_before_yes,poutcome_success,euribor3m,emp.var.rate,previous,poutcome_nonexistent,contact_telephone,month_mar,month_oct,cons.price.idx,month_sep,month_may,job_student,default_unknown,job_retired,month_dec,job_blue-collar,campaign,cons.conf.idx,marital_single,education_university.degree,education_basic.9y,marital_married,age,job_services,y
298,5228.1,999,0,0,4.96,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,4,-41.8,0,0,0,1,42,0,0
136,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,1,0,1,58,0,0
211,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,1,-41.8,0,0,1,1,28,0,0
73,5228.1,999,0,0,4.962,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,0,5,-42.7,0,0,0,1,44,0,0
76,5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,12,-41.8,0,0,1,1,35,0,0
546,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,1,3,-42.0,0,0,1,0,31,0,0
137,5099.1,999,0,0,1.25,-1.8,1,0,1,0,0,92.893,0,1,0,0,0,0,1,7,-46.2,1,0,1,0,34,0,0
174,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,9,-41.8,0,0,0,1,25,1,0
216,5228.1,999,0,0,4.97,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,1,0,1,47,0,0
20,5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,4,-41.8,0,1,0,1,57,0,0
268,5228.1,999,0,0,4.958,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,1,5,-42.7,0,0,1,1,35,0,0
136,5099.1,999,0,0,1.266,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,21,1,0
228,5195.8,999,0,0,4.191,-0.1,0,1,0,0,0,93.2,0,0,0,1,0,0,1,4,-42.0,0,0,0,1,53,0,0
767,4963.6,999,0,0,1.0,-1.1,0,1,0,0,1,94.601,0,0,0,0,0,0,0,3,-49.5,1,1,0,0,47,0,1
669,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,1,6,-36.1,0,0,0,1,48,0,0
238,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,4,-42.7,0,0,0,0,49,0,0
218,5228.1,999,0,0,4.965,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,4,-36.1,1,0,0,0,57,0,0
185,5099.1,999,0,0,1.334,-1.8,0,1,0,0,0,92.893,0,1,0,1,0,0,0,3,-46.2,0,0,0,0,45,1,0
419,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,4,-41.8,0,0,0,1,28,0,0
62,5228.1,999,0,0,4.96,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,2,-41.8,0,1,0,1,60,0,0
151,5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,1,-41.8,0,0,0,1,49,0,0
24,5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,0,1,32,0,0
75,5076.2,999,0,0,0.851,-2.9,0,1,0,0,0,92.201,0,0,1,0,0,0,0,1,-31.4,1,1,0,0,25,0,0
167,5099.1,999,0,0,1.344,-1.8,1,0,0,0,0,92.893,0,1,0,1,0,0,0,2,-46.2,0,1,0,1,43,0,0
378,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,1,-41.8,1,1,0,0,41,0,0
115,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,1,0,1,48,0,0
137,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,1,-36.4,0,0,0,1,56,0,0
1140,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,0,2,-42.7,0,0,0,1,55,0,0
185,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,4,-36.1,1,0,0,0,29,0,0
192,5099.1,999,0,0,1.334,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,1,0,1,43,0,0
306,5099.1,999,0,0,1.25,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,0,1,0,0,47,0,0
128,5076.2,999,0,0,0.834,-2.9,0,1,1,0,0,92.201,0,0,0,0,1,0,0,3,-31.4,0,0,0,0,42,0,1
138,5195.8,999,0,0,4.12,-0.1,1,0,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,1,29,0,0
133,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,1,0,0,0,31,0,0
34,5195.8,999,0,0,4.153,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,1,0,0,0,36,0,0
112,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,1,1,0,0,41,0,0
111,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,39,1,0
226,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,1,-36.4,1,0,0,0,36,0,0
130,5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,0,0,1,0,35,0,0
189,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,1,-36.4,0,0,0,1,43,0,0
119,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,5,-42.7,0,0,0,1,56,0,0
145,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,1,0,0,1,-42.0,0,0,0,1,54,0,0
1222,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,5,-36.4,1,0,0,0,36,1,0
232,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,39,0,0
1376,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,1,0,1,37,0,0
257,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,0,0,1,31,0,0
79,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,1,0,0,0,31,0,0
412,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,1,1,57,0,0
535,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,0,0,0,1,32,1,0
199,5228.1,999,0,0,4.957,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,1,0,0,35,0,0
188,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,1,0,0,3,-36.4,0,0,0,1,58,0,0
96,5076.2,4,1,1,1.26,-2.9,1,0,0,0,0,92.963,0,0,0,0,0,0,0,2,-40.8,0,1,0,1,30,0,1
174,5195.8,999,0,0,4.021,-0.1,0,1,0,0,0,93.2,0,0,0,1,0,0,0,1,-42.0,0,0,1,1,45,0,0
217,5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,0,0,0,0,37,0,0
69,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,0,1,34,0,0
71,5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,11,-36.4,1,1,0,0,33,0,0
281,5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,33,1,0
92,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,0,0,1,48,0,0
225,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,1,1,28,0,0
283,5099.1,999,0,0,1.531,-1.8,0,1,0,1,0,92.843,0,0,0,0,0,0,1,1,-50.0,0,0,0,1,56,0,1
252,5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,1,0,1,0,30,0,0
152,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,0,32,0,0
225,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,1,0,0,3,-36.4,0,0,0,1,54,0,0
93,5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,37,1,0
59,5099.1,999,0,0,1.266,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,1,0,1,0,31,0,0
37,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,1,30,0,0
513,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,1,0,0,38,0,0
123,5228.1,999,0,0,4.963,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,0,0,0,28,0,0
13,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,0,2,-42.7,0,1,0,1,44,0,0
235,5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,2,-42.7,0,0,0,1,43,0,0
107,5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,1,-36.4,1,0,0,0,37,0,0
170,5228.1,999,0,0,4.864,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,3,-41.8,0,0,0,0,40,0,0
87,5099.1,999,0,0,1.244,-1.8,1,0,1,0,0,92.893,0,1,0,0,0,0,0,6,-46.2,0,0,0,1,29,1,0
255,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,3,-42.7,0,0,0,1,31,0,0
165,4991.6,999,0,0,0.702,-1.7,1,0,0,0,0,94.055,0,0,0,0,0,0,0,2,-39.8,0,0,0,1,39,0,0
59,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,1,53,0,0
236,5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,0,3,-42.7,0,0,0,1,35,0,0
129,5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,0,0,1,0,36,0,0
196,5099.1,999,0,0,1.354,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,32,1,0
136,5099.1,999,0,0,1.556,-1.8,0,1,0,1,0,92.843,0,0,1,0,0,0,0,1,-50.0,1,0,0,0,19,0,1
52,5228.1,999,0,0,4.866,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,1,1,30,0,0
290,5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,0,0,0,1,42,1,0
54,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,1,2,-47.1,1,0,0,0,42,0,0
355,5076.2,999,0,0,0.883,-2.9,0,1,0,0,0,92.201,0,0,1,0,0,0,0,1,-31.4,1,0,0,0,24,0,1
13,5228.1,999,0,0,4.96,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,1,-41.8,0,0,0,0,56,1,0
388,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,0,0,0,1,38,0,0
6,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,14,-42.7,1,1,0,0,29,0,0
109,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,0,0,0,1,49,0,0
387,5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,5,-42.7,0,0,0,0,46,0,0
95,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,30,0,0
221,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,45,1,0
81,5076.2,999,0,0,1.26,-2.9,1,0,0,0,0,92.963,0,0,0,0,0,0,0,2,-40.8,0,1,0,1,31,0,1
125,5099.1,999,0,0,1.327,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,0,0,0,1,37,0,0
232,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,0,1,0,1,55,0,0
84,5228.1,999,0,0,4.958,1.4,0,1,0,0,0,93.918,0,0,1,0,0,0,0,1,-42.7,1,1,0,0,31,0,0
19,5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,1,-41.8,0,1,0,1,59,0,0
1075,5228.1,999,0,0,4.865,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,1,1,0,0,39,0,0
55,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,1,0,0,1,-42.7,0,0,0,0,60,0,0
495,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,0,0,1,32,0,0
232,5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,4,-42.0,0,1,0,1,52,0,0
164,5228.1,999,0,0,4.962,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,1,3,-42.7,0,0,0,1,34,0,0
431,5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,1,1,0,0,32,0,0
147,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,15,-42.7,0,1,0,1,49,0,0
79,5195.8,999,0,0,4.191,-0.1,0,1,0,0,0,93.2,0,0,0,1,0,0,0,2,-42.0,0,1,0,0,52,0,0
145,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,1,0,0,1,-36.4,0,0,0,1,42,0,0
79,5099.1,999,0,0,1.299,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,0,1,0,0,38,0,0
62,5017.5,999,0,0,0.72,-3.4,0,1,1,0,1,92.431,0,0,0,0,0,0,0,3,-26.9,1,1,0,0,37,0,0
140,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,1,37,0,0
195,5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,1,0,0,32,0,0
222,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,0,0,0,0,44,0,0
808,5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,0,0,0,1,50,0,0
529,5008.7,6,1,1,0.643,-1.8,2,0,0,0,0,93.749,0,0,0,0,1,0,0,1,-34.6,0,0,0,0,82,0,1
130,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,0,1,1,56,0,0
35,5228.1,999,0,0,4.957,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,3,-42.7,1,1,0,0,31,0,0
173,5228.1,999,0,0,4.966,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,7,-36.1,0,0,0,1,52,1,0
236,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,5,-42.7,0,0,0,1,26,0,0
105,5228.1,999,0,0,4.965,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,1,0,0,34,0,0
787,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,1,-36.4,0,0,0,1,45,1,0
165,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,1,0,0,0,33,0,0
223,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,0,0,1,55,0,0
150,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,3,-41.8,0,1,0,1,34,0,0
200,5008.7,6,1,1,0.644,-1.8,2,0,0,0,0,93.749,0,0,0,0,0,0,0,1,-34.6,0,1,0,1,48,0,1
153,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,3,-36.4,1,0,0,0,32,0,0
100,5228.1,999,0,0,4.958,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,1,1,0,0,58,0,0
107,5017.5,999,0,0,0.737,-3.4,0,1,0,0,1,92.431,0,0,0,0,0,0,0,1,-26.9,0,1,0,1,31,0,0
139,5195.8,999,0,0,4.286,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,0,58,0,1
405,5099.1,999,0,0,1.415,-1.8,0,1,1,0,0,93.075,0,0,1,0,0,0,0,1,-47.1,1,0,0,0,25,0,1
62,5099.1,999,0,0,1.299,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,3,-46.2,1,0,0,0,29,0,0
280,5008.7,7,1,1,0.635,-1.8,2,0,0,0,0,93.749,0,0,0,0,0,0,0,1,-34.6,1,1,0,0,33,0,1
79,5017.5,999,0,0,0.741,-3.4,0,1,0,0,0,92.379,1,0,0,1,0,0,0,1,-29.8,0,1,0,1,62,0,0
18,5228.1,999,0,0,4.866,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,31,-41.8,0,0,0,1,35,0,0
114,5228.1,999,0,0,4.864,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,3,-41.8,1,0,1,0,33,0,0
180,5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,3,-36.4,1,0,0,0,36,0,0
217,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,1,1,0,0,2,-36.4,0,0,0,1,53,0,0
125,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,3,-36.4,0,0,0,0,57,1,0
732,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,1,0,0,39,0,1
555,5228.1,999,0,0,4.865,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,5,-41.8,0,0,0,1,55,0,1
148,5191.0,999,0,0,4.864,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,4,-36.4,1,0,0,0,48,0,0
234,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,40,0,0
230,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,0,0,1,50,0,0
610,5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,43,0,1
244,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,2,-47.1,0,0,0,1,38,0,0
578,5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,2,-42.7,0,0,0,1,51,0,0
229,5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,4,-36.4,0,1,0,0,45,0,0
142,5099.1,999,0,0,1.266,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,1,0,0,0,37,0,0
500,5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,2,-36.4,0,0,0,1,57,0,0
125,5099.1,999,0,0,1.466,-1.8,1,0,1,0,0,93.075,0,0,0,1,0,0,1,3,-47.1,0,0,1,1,46,0,0
85,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,3,-42.7,0,0,0,0,31,0,0
88,5195.8,999,0,0,4.12,-0.1,1,0,1,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,1,0,0,0,31,1,0
12,5099.1,999,0,0,1.266,-1.8,0,1,0,0,0,92.893,0,1,1,0,0,0,0,7,-46.2,1,0,0,0,25,0,0
64,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,1,-36.4,0,0,1,1,49,0,0
318,4963.6,4,1,1,1.037,-1.1,3,0,0,0,1,94.601,0,0,0,0,0,0,0,1,-49.5,0,0,0,1,62,0,1
416,5099.1,999,0,0,1.291,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,4,-46.2,0,0,0,1,27,1,0
174,4991.6,13,1,1,0.876,-1.7,2,0,0,0,0,94.215,0,0,0,0,0,0,0,2,-40.3,0,0,1,1,54,0,0
226,5099.1,999,0,0,1.453,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,1,1,-47.1,0,0,1,1,36,0,0
149,5228.1,999,0,0,4.968,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,0,0,0,35,0,0
170,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,0,0,0,44,0,0
111,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,0,0,0,34,1,0
570,5191.0,999,0,0,4.864,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,1,1,0,0,37,0,0
112,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,1,0,1,35,0,0
429,5008.7,999,0,0,0.695,-1.8,3,0,0,0,0,93.876,0,1,0,0,0,0,0,1,-40.0,1,0,1,0,31,1,0
165,5228.1,999,0,0,4.963,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,1,2,-42.7,0,0,0,1,32,0,0
69,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,1,11,-36.1,0,0,0,1,56,0,0
53,5191.0,999,0,0,4.864,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,5,-36.4,0,0,0,1,43,0,0
520,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,27,0,0
1272,5099.1,999,0,0,1.291,-1.8,0,1,0,0,0,92.893,0,1,0,1,0,0,0,1,-46.2,0,0,0,1,38,0,1
107,5017.5,3,1,1,0.77,-3.4,1,0,0,0,0,92.379,1,0,0,0,0,0,0,2,-29.8,1,0,0,0,29,0,1
230,4991.6,999,0,0,0.87,-1.7,1,0,0,0,0,94.215,0,0,0,0,0,0,0,2,-40.3,0,0,0,1,56,0,1
156,5228.1,999,0,0,4.957,1.4,0,1,0,0,0,93.918,0,0,1,0,0,0,0,6,-42.7,0,0,1,1,35,0,0
105,5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,0,0,1,34,0,0
943,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,1,3,-47.1,0,0,0,1,37,0,1
160,5099.1,999,0,0,1.264,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,1,0,0,27,0,0
16,5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,1,0,0,1,5,-46.2,1,0,1,0,42,0,0
552,5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,3,-36.4,0,0,0,1,38,1,1
187,5228.1,999,0,0,4.962,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,1,0,39,0,0
107,5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,4,-36.1,0,0,0,1,32,0,0
171,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,1,0,0,0,50,0,0
10,5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,7,-36.4,0,1,0,1,53,0,0
43,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,3,-36.1,0,1,0,0,45,0,0
86,5099.1,999,0,0,1.27,-1.8,0,1,1,0,0,92.893,0,1,0,0,0,0,0,4,-46.2,0,0,0,1,36,0,0
285,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,1,0,1,33,0,0
21,5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,11,-36.4,0,0,1,1,33,0,0
202,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,0,1,0,1,40,0,0
128,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,0,1,36,0,0
247,5099.1,999,0,0,1.405,-1.8,0,1,0,0,0,93.075,0,0,0,1,0,0,1,1,-47.1,0,0,0,1,41,0,0
7,5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,4,-42.7,0,1,0,1,57,0,0
232,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,5,-36.4,1,1,0,0,31,0,0
28,5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,1,1,37,0,0
323,4963.6,999,0,0,0.982,-1.1,0,1,0,0,1,94.601,0,0,0,0,1,0,0,1,-49.5,0,0,0,1,71,0,1
294,5228.1,999,0,0,4.958,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,0,2,-42.7,0,0,1,1,43,0,0
493,5195.8,999,0,0,4.12,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,1,1,0,0,30,0,0
153,5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,3,-36.4,0,0,0,1,24,1,0
21,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,0,1,0,1,48,0,0
328,5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,2,-42.7,0,0,0,1,38,0,0
492,5076.2,999,0,0,1.266,-2.9,0,1,0,0,0,92.963,0,0,0,0,0,0,0,1,-40.8,0,0,0,1,27,0,0
72,5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,1,0,0,1,-42.7,0,0,0,1,54,0,0
