nr.employed,pdays,was_contacted_before_yes,poutcome_success,euribor3m,emp.var.rate,previous,poutcome_nonexistent,contact_telephone,month_mar,month_oct,cons.price.idx,month_sep,month_may,job_student,default_unknown,job_retired,month_dec,job_blue-collar,campaign,cons.conf.idx,marital_single,education_university.degree,education_basic.9y,marital_married,age,job_services,y
5076.2,999,0,0,1.262,-2.9,1,0,0,0,0,92.963,0,0,0,0,0,0,0,1,-40.8,0,1,0,1,40,0,0
5076.2,999,0,0,1.044,-2.9,0,1,0,0,0,92.469,0,0,0,0,0,0,0,1,-33.6,1,0,0,0,26,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,1,1,0,0,35,0,0
5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,1,0,0,0,51,0,1
5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,12,-41.8,0,0,0,1,51,0,0
5076.2,999,0,0,0.821,-2.9,1,0,0,0,0,92.201,0,0,0,0,1,0,0,3,-31.4,0,0,0,1,73,0,1
5099.1,999,0,0,1.313,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,1,0,1,34,0,0
5008.7,999,0,0,0.654,-1.8,2,0,0,1,0,93.369,0,0,0,0,0,0,0,1,-34.8,1,1,0,0,34,0,1
5076.2,999,0,0,0.879,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,1,-31.4,1,1,0,0,36,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,10,-36.1,1,0,0,0,31,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,31,0,0
5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,2,-46.2,0,0,0,1,37,0,0
5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,27,1,0
5076.2,999,0,0,1.26,-2.9,0,1,0,0,0,92.963,0,0,1,1,0,0,0,2,-40.8,1,1,0,0,26,0,0
5099.1,999,0,0,1.266,-1.8,0,1,0,0,0,92.893,0,1,1,0,0,0,0,2,-46.2,1,0,0,0,22,0,1
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,1,0,1,42,0,0
5195.8,999,0,0,5.045,-0.1,0,1,1,0,1,93.798,0,0,0,0,0,0,0,1,-40.4,1,0,0,0,43,0,0
5099.1,999,0,0,1.327,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,1,0,0,0,38,0,1
5099.1,999,0,0,1.327,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,0,0,1,37,0,0
5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,1,0,0,0,42,1,0
5099.1,999,0,0,1.25,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,5,-46.2,1,0,0,0,23,0,0
5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,0,1,0,0,42,0,1
5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,0,1,1,31,0,0
5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,1,0,0,0,1,-46.2,1,0,0,0,44,0,1
4991.6,999,0,0,0.898,-1.7,0,1,1,0,0,94.027,0,0,1,0,0,0,0,1,-38.3,1,0,0,0,25,0,1
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,1,0,1,42,0,0
5099.1,999,0,0,1.41,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,2,-47.1,1,1,0,0,32,0,0
5228.1,999,0,0,4.957,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,11,-42.7,0,0,1,1,24,0,0
5228.1,999,0,0,4.962,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,0,1,0,1,33,0,0
5195.8,999,0,0,4.021,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,3,-42.0,1,1,0,0,31,0,0
5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,1,0,0,2,-36.4,0,1,0,1,46,0,0
5099.1,999,0,0,1.334,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,1,-46.2,0,0,0,1,44,0,0
5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,34,0,0
5228.1,999,0,0,4.968,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,34,1,0
5099.1,999,0,0,1.344,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,1,0,37,1,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,1,34,0,0
5099.1,999,0,0,1.25,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,1,1,0,0,31,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,1,0,1,32,0,0
5099.1,999,0,0,1.266,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,0,0,0,40,1,0
5195.8,999,0,0,4.191,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,0,1,1,45,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,1,0,0,0,30,0,0
5228.1,999,0,0,4.866,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,0,1,41,0,0
5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,3,-41.8,0,0,1,1,35,0,0
5228.1,999,0,0,4.967,1.4,0,1,0,0,0,93.444,0,0,0,0,1,0,0,1,-36.1,0,0,1,1,45,0,0
5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,31,1,0
5099.1,999,0,0,1.291,-1.8,0,1,0,0,0,92.893,0,1,1,0,0,0,0,2,-46.2,1,0,0,0,27,0,0
5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,1,1,0,0,31,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,0,0,0,1,31,0,0
5228.1,999,0,0,4.97,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,0,0,0,1,41,0,0
5195.8,999,0,0,4.191,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,1,37,0,0
5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,3,-36.4,0,0,1,1,44,0,0
5099.1,999,0,0,1.25,-1.8,0,1,1,0,0,92.893,0,1,0,0,0,0,0,4,-46.2,1,0,0,0,23,0,0
5228.1,999,0,0,4.967,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,1,1,0,0,33,0,0
5228.1,999,0,0,4.96,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,0,1,-42.7,0,1,0,1,49,0,0
5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,2,-41.8,0,0,0,1,37,0,0
5099.1,999,0,0,1.264,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,1,0,1,36,0,0
5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,1,1,27,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,0,0,1,1,31,0,1
5228.1,999,0,0,4.955,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,0,0,0,41,1,0
5099.1,999,0,0,1.405,-1.8,1,0,0,0,0,93.075,0,0,0,0,0,0,0,1,-47.1,0,0,0,1,33,0,1
5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,53,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,0,1,0,1,37,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,2,-36.4,0,0,0,0,51,0,0
5076.2,999,0,0,1.266,-2.9,0,1,0,0,0,92.963,0,0,0,0,0,0,0,1,-40.8,0,1,0,1,58,0,0
5099.1,999,0,0,1.291,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,10,-46.2,1,0,0,0,32,0,0
5228.1,999,0,0,4.963,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,1,7,-42.7,1,0,1,0,22,0,0
5228.1,999,0,0,4.962,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,1,0,0,0,41,0,1
5228.1,999,0,0,4.962,1.4,0,1,1,0,0,93.918,0,0,0,1,1,0,0,17,-42.7,0,0,0,1,48,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,9,-36.4,1,0,1,0,33,1,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,1,1,-36.1,0,0,0,1,59,0,0
5008.7,999,0,0,0.642,-1.8,1,0,1,0,0,93.749,0,0,0,0,0,0,0,3,-34.6,0,0,0,1,57,0,1
5228.1,999,0,0,4.961,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,1,1,0,0,32,0,0
5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,0,1,0,1,33,0,0
5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,1,4,-42.7,0,0,1,1,28,0,0
5228.1,999,0,0,4.962,1.4,0,1,1,0,0,93.918,0,0,0,1,1,0,0,2,-42.7,0,0,0,1,60,0,0
5099.1,999,0,0,1.244,-1.8,0,1,0,0,0,92.893,0,1,0,0,1,0,0,1,-46.2,0,0,0,1,56,0,0
5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,0,0,1,33,1,1
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,54,1,0
5099.1,999,0,0,1.327,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,3,-46.2,0,0,1,1,36,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,30,-42.7,0,1,0,1,38,0,0
5099.1,999,0,0,1.281,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,3,-46.2,0,0,1,1,37,0,0
5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,1,0,0,0,26,0,0
5228.1,999,0,0,4.965,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,0,0,1,36,0,1
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,5,-42.7,0,0,0,0,39,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,8,-42.7,0,0,0,1,35,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,1,0,0,32,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,1,0,1,0,23,0,0
5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,1,0,0,0,3,-42.0,0,0,0,1,42,0,0
5195.8,999,0,0,4.12,-0.1,0,1,1,0,0,93.2,0,0,0,1,0,0,0,1,-42.0,0,0,0,1,38,0,0
5076.2,999,0,0,0.884,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,1,-31.4,0,0,0,1,41,0,0
5228.1,999,0,0,4.965,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,3,-36.1,0,1,0,1,37,0,0
5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,0,0,0,0,43,0,0
5099.1,999,0,0,1.291,-1.8,1,0,0,0,0,92.893,0,1,0,0,1,0,0,3,-46.2,0,0,1,0,57,0,0
5099.1,999,0,0,1.27,-1.8,0,1,0,0,0,92.893,0,1,1,0,0,0,0,1,-46.2,1,0,0,0,26,0,0
5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,53,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,36,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,0,0,0,1,44,0,0
5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,29,0,0
5195.8,999,0,0,4.076,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,5,-42.0,0,1,0,1,43,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,1,1,0,0,32,0,0
5195.8,999,0,0,4.021,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,6,-42.0,0,0,0,0,54,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,2,-36.1,1,1,0,0,36,0,0
5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,1,0,0,34,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,7,-36.1,0,0,0,1,47,0,0
5228.1,999,0,0,4.96,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,1,-41.8,1,0,1,0,38,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,5,-42.7,1,0,1,0,56,0,0
5099.1,999,0,0,1.483,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,3,-47.1,0,0,1,1,38,1,0
5099.1,3,1,1,1.354,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,4,-46.2,0,0,0,1,43,0,0
5099.1,999,0,0,1.299,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,1,3,-46.2,0,0,0,1,46,0,0
5099.1,999,0,0,1.41,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,2,-47.1,1,1,0,0,29,0,1
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,0,0,0,1,42,1,0
5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,4,-36.4,1,0,0,0,26,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,1,1,0,0,38,0,0
5099.1,999,0,0,1.291,-1.8,1,0,0,0,0,92.893,0,1,0,1,0,0,0,6,-46.2,1,0,0,0,36,1,0
5228.1,999,0,0,4.962,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,1,-41.8,0,0,0,1,43,0,1
5008.7,6,1,1,0.645,-1.8,2,0,0,0,0,93.749,0,0,1,0,0,0,0,1,-34.6,1,0,0,0,26,0,1
4991.6,999,0,0,0.87,-1.7,0,1,0,0,0,94.215,0,0,0,0,0,0,0,6,-40.3,0,0,0,0,56,0,1
5228.1,999,0,0,4.864,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,0,2,-41.8,0,0,0,1,38,1,0
5099.1,999,0,0,1.313,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,1,2,-46.2,1,0,0,0,38,0,0
5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,5,-41.8,1,0,0,0,34,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,1,-42.7,0,0,0,0,49,0,0
5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,18,-36.4,0,0,0,1,48,1,0
5099.1,999,0,0,1.313,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,1,0,0,0,29,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,5,-36.1,0,1,0,1,51,0,1
5099.1,999,0,0,1.365,-1.8,0,1,0,0,0,93.075,0,0,0,0,0,0,0,3,-47.1,1,0,0,0,33,0,1
5076.2,999,0,0,0.869,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,2,-31.4,0,0,1,1,43,0,0
5195.8,999,0,0,4.191,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,0,1,1,50,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,1,1,0,0,0,1,-36.4,1,0,0,0,30,0,0
5076.2,999,0,0,0.821,-2.9,0,1,0,0,0,92.201,0,0,0,0,0,0,0,5,-31.4,0,0,0,1,36,0,0
5228.1,999,0,0,4.965,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,0,0,0,1,40,0,0
5191.0,999,0,0,4.864,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,1,0,0,0,33,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,1,1,0,0,31,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,2,-36.4,0,1,0,1,39,0,0
5099.1,999,0,0,1.334,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,1,0,0,0,33,0,0
4991.6,999,0,0,0.893,-1.7,0,1,1,0,0,94.215,0,0,0,0,0,0,0,1,-40.3,1,0,0,0,23,0,0
5195.8,999,0,0,4.076,-0.1,0,1,1,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,0,0,1,32,0,0
5228.1,999,0,0,4.97,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,1,-36.1,0,0,0,1,36,0,0
5228.1,999,0,0,4.967,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,2,-36.1,0,0,0,1,50,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,6,-42.7,0,0,1,1,35,1,0
5099.1,999,0,0,1.266,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,0,0,0,0,42,1,1
5228.1,999,0,0,4.958,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,1,0,0,0,22,1,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,32,-36.4,0,1,0,1,39,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,5,-42.7,0,0,0,1,46,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,0,2,-36.4,1,0,0,0,42,0,0
5228.1,999,0,0,4.959,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,1,-41.8,0,0,0,1,40,0,0
5099.1,999,0,0,1.453,-1.8,1,0,0,0,0,93.075,0,0,0,0,0,0,0,3,-47.1,0,0,0,1,59,1,0
5099.1,999,0,0,1.281,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,1,0,34,1,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,1,0,0,1,1,-36.4,1,0,1,0,44,0,0
5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,1,0,0,0,30,1,0
5017.5,999,0,0,0.742,-3.4,1,0,0,0,1,92.431,0,0,0,0,0,0,1,2,-26.9,1,0,1,0,45,0,1
5228.1,999,0,0,4.958,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,1,2,-41.8,0,0,0,1,35,0,1
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,6,-36.1,1,1,0,0,34,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,6,-36.4,1,1,0,0,46,0,0
5191.0,999,0,0,4.859,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,0,0,0,1,59,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,4,-36.1,0,1,0,1,47,0,0
5099.1,999,0,0,1.25,-1.8,0,1,0,0,0,92.893,0,1,0,0,0,0,0,3,-46.2,0,0,0,0,47,1,0
5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,0,4,-42.7,0,0,0,1,46,1,0
5228.1,999,0,0,4.958,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,1,1,0,0,28,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,0,1,-36.4,0,0,0,1,32,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,0,0,0,0,6,-36.1,1,1,0,0,44,0,0
5017.5,3,1,1,0.755,-3.4,1,0,0,0,0,92.379,1,0,0,0,0,0,0,1,-29.8,0,1,0,0,60,0,1
5076.2,999,0,0,0.843,-2.9,1,0,0,0,0,92.201,0,0,0,0,1,0,0,3,-31.4,0,1,0,1,70,0,0
5099.1,999,0,0,1.266,-1.8,0,1,0,0,0,92.893,0,1,0,0,1,0,0,3,-46.2,0,0,0,1,60,0,0
5191.0,999,0,0,4.855,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,0,0,0,1,39,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,1,-42.7,0,0,1,1,51,0,0
5017.5,999,0,0,0.803,-3.4,0,1,0,0,0,92.379,1,0,0,0,0,0,0,1,-29.8,0,0,0,1,50,0,0
5228.1,999,0,0,4.955,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,7,-41.8,0,1,0,1,29,0,0
5228.1,999,0,0,4.96,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,10,-42.7,0,0,0,1,47,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,0,0,0,1,41,0,0
5228.1,999,0,0,4.957,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,3,-42.7,1,0,0,0,26,0,0
5017.5,999,0,0,0.754,-3.4,1,0,0,0,1,92.431,0,0,0,0,0,0,0,1,-26.9,0,0,0,1,38,0,0
5099.1,999,0,0,1.327,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,1,-46.2,1,0,0,0,35,1,0
5195.8,999,0,0,4.191,-0.1,1,0,0,0,0,93.2,0,0,0,0,0,0,0,2,-42.0,0,0,0,1,42,0,0
5008.7,999,0,0,0.655,-1.8,0,1,0,1,0,93.369,0,0,0,0,0,0,0,6,-34.8,0,0,0,1,36,0,0
5228.1,999,0,0,4.947,1.4,0,1,1,0,0,94.465,0,0,0,0,0,0,0,2,-41.8,0,0,0,0,59,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,0,3,-42.7,0,0,0,0,52,0,0
5191.0,999,0,0,4.858,1.1,0,1,1,0,0,93.994,0,1,1,0,0,0,0,1,-36.4,1,1,0,0,32,0,0
5191.0,999,0,0,4.856,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,0,0,0,0,38,0,0
5228.1,999,0,0,4.947,1.4,0,1,1,0,0,94.465,0,0,0,1,0,0,1,3,-41.8,0,0,0,1,40,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,1,0,0,0,29,0,1
5195.8,999,0,0,4.153,-0.1,0,1,0,0,0,93.2,0,0,0,0,0,0,0,5,-42.0,1,0,0,0,56,0,0
5191.0,999,0,0,4.857,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,1,-36.4,0,0,0,0,31,0,0
5017.5,999,0,0,0.715,-3.4,0,1,1,0,0,92.649,0,0,0,0,0,0,1,2,-30.1,1,0,0,0,30,0,0
4991.6,999,0,0,0.702,-1.7,1,0,1,0,0,94.055,0,0,0,0,0,0,0,1,-39.8,1,0,0,0,20,0,0
5191.0,999,0,0,4.86,1.1,0,1,1,0,0,93.994,0,1,0,0,0,0,1,4,-36.4,1,0,0,0,49,0,0
5099.1,999,0,0,1.334,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,0,0,0,0,51,0,0
5228.1,999,0,0,4.963,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,1,1,-42.7,1,0,1,0,30,0,0
5228.1,999,0,0,4.968,1.4,0,1,1,0,0,93.918,0,0,0,1,0,0,0,6,-42.7,1,0,0,0,50,0,0
5228.1,999,0,0,4.961,1.4,0,1,0,0,0,93.918,0,0,0,1,0,0,1,3,-42.7,1,0,0,0,28,0,0
5099.1,999,0,0,1.415,-1.8,1,0,0,0,0,93.075,0,0,0,0,1,0,0,2,-47.1,0,0,0,1,70,0,1
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,7,-42.7,1,0,0,0,39,0,0
5228.1,999,0,0,4.966,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,1,2,-42.7,0,0,0,1,38,0,0
5195.8,999,0,0,4.153,-0.1,1,0,0,0,0,93.2,0,0,0,0,0,0,0,1,-42.0,0,0,0,1,30,0,0
5228.1,999,0,0,4.961,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,1,1,0,0,48,0,0
5228.1,999,0,0,4.964,1.4,0,1,0,0,0,93.444,0,0,0,1,0,0,0,1,-36.1,1,1,0,0,30,0,0
4991.6,3,1,1,0.737,-1.7,3,0,0,0,0,94.055,0,0,0,0,0,0,0,2,-39.8,1,0,0,0,27,0,0
5228.1,999,0,0,4.96,1.4,0,1,1,0,0,93.918,0,0,0,0,0,0,0,2,-42.7,0,0,1,1,28,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,1,0,0,37,0,0
5017.5,999,0,0,0.715,-3.4,1,0,0,0,0,92.649,0,0,0,0,0,0,0,3,-30.1,0,1,0,0,45,0,0
5099.1,999,0,0,1.483,-1.8,0,1,0,0,0,93.075,0,0,0,1,0,0,1,1,-47.1,0,0,1,1,35,0,0
5099.1,999,0,0,1.327,-1.8,1,0,0,0,0,92.893,0,1,0,0,0,0,0,2,-46.2,0,1,0,1,46,0,0
5228.1,999,0,0,4.962,1.4,0,1,0,0,0,93.918,0,0,0,0,0,0,0,1,-42.7,0,0,0,1,28,1,0
